Entity,Code,Day,people_fully_vaccinated
Slovenia,SVN,2021-03-14,83867
South Africa,ZAF,2021-02-18,2260
South Africa,ZAF,2021-02-19,6524
South Africa,ZAF,2021-02-20,10414
South Africa,ZAF,2021-02-21,15388
South Africa,ZAF,2021-02-22,23059
South Africa,ZAF,2021-02-23,32315
South Africa,ZAF,2021-02-24,41809
South Africa,ZAF,2021-02-25,52647
South Africa,ZAF,2021-02-26,63648
South Africa,ZAF,2021-02-27,67303
South Africa,ZAF,2021-02-28,70527
South Africa,ZAF,2021-03-01,73047
South Africa,ZAF,2021-03-02,76037
South Africa,ZAF,2021-03-03,83570
South Africa,ZAF,2021-03-04,92029
South Africa,ZAF,2021-03-05,100180
South Africa,ZAF,2021-03-06,101573
South Africa,ZAF,2021-03-07,101573
South Africa,ZAF,2021-03-08,101841
South Africa,ZAF,2021-03-09,107054
South Africa,ZAF,2021-03-10,128887
South Africa,ZAF,2021-03-11,138014
South Africa,ZAF,2021-03-12,145215
South Africa,ZAF,2021-03-13,145544
South Africa,ZAF,2021-03-15,147753
Spain,ESP,2021-01-18,2315
Spain,ESP,2021-01-19,9341
Spain,ESP,2021-01-20,15642
Spain,ESP,2021-01-21,49056
Spain,ESP,2021-01-22,68456
Spain,ESP,2021-01-24,88698
Spain,ESP,2021-01-25,123697
Spain,ESP,2021-01-26,173066
Spain,ESP,2021-01-27,192759
Spain,ESP,2021-01-28,251866
Spain,ESP,2021-01-31,357892
Spain,ESP,2021-02-01,418519
Spain,ESP,2021-02-02,498978
Spain,ESP,2021-02-03,586122
Spain,ESP,2021-02-04,682909
Spain,ESP,2021-02-07,786407
Spain,ESP,2021-02-08,838782
Spain,ESP,2021-02-09,889683
Spain,ESP,2021-02-10,943278
Spain,ESP,2021-02-11,1000485
Spain,ESP,2021-02-14,1070091
Spain,ESP,2021-02-15,1096922
Spain,ESP,2021-02-16,1119180
Spain,ESP,2021-02-17,1144556
Spain,ESP,2021-02-18,1171026
Spain,ESP,2021-02-21,1197061
Spain,ESP,2021-02-22,1208305
Spain,ESP,2021-02-23,1221183
Spain,ESP,2021-02-24,1231782
Spain,ESP,2021-02-25,1243783
Spain,ESP,2021-02-28,1261848
Spain,ESP,2021-03-01,1266700
Spain,ESP,2021-03-02,1287002
Spain,ESP,2021-03-03,1308913
Spain,ESP,2021-03-04,1342485
Spain,ESP,2021-03-07,1383488
Spain,ESP,2021-03-08,1412236
Spain,ESP,2021-03-09,1447838
Spain,ESP,2021-03-10,1503258
Spain,ESP,2021-03-11,1583244
Spain,ESP,2021-03-15,1693674
Sweden,SWE,2021-01-17,29
Sweden,SWE,2021-01-24,9828
Sweden,SWE,2021-01-31,34557
Sweden,SWE,2021-02-07,87599
Sweden,SWE,2021-02-14,154706
Sweden,SWE,2021-02-21,235402
Sweden,SWE,2021-02-28,285065
Sweden,SWE,2021-03-05,292867
Sweden,SWE,2021-03-09,316439
Sweden,SWE,2021-03-10,320441
Sweden,SWE,2021-03-11,327467
Sweden,SWE,2021-03-12,335031
Switzerland,CHE,2021-02-14,101948
Switzerland,CHE,2021-02-15,107633
Switzerland,CHE,2021-02-16,114089
Switzerland,CHE,2021-02-17,137156
Switzerland,CHE,2021-02-18,144752
Switzerland,CHE,2021-02-19,151807
Switzerland,CHE,2021-02-20,153840
Switzerland,CHE,2021-02-21,172825
Switzerland,CHE,2021-02-22,178893
Switzerland,CHE,2021-02-23,185999
Switzerland,CHE,2021-02-24,220479
Switzerland,CHE,2021-02-25,227716
Switzerland,CHE,2021-02-26,234082
Switzerland,CHE,2021-02-27,234992
Switzerland,CHE,2021-02-28,259150
Switzerland,CHE,2021-03-01,264297
Switzerland,CHE,2021-03-02,269423
Switzerland,CHE,2021-03-03,299870
Switzerland,CHE,2021-03-04,305209
Switzerland,CHE,2021-03-05,309120
Switzerland,CHE,2021-03-06,309609
Switzerland,CHE,2021-03-07,331780
Switzerland,CHE,2021-03-08,335580
Switzerland,CHE,2021-03-09,339803
Switzerland,CHE,2021-03-10,368454
Turkey,TUR,2021-02-12,336532
Turkey,TUR,2021-02-13,456891
Turkey,TUR,2021-02-14,488937
Turkey,TUR,2021-02-15,573879
Turkey,TUR,2021-02-16,646162
Turkey,TUR,2021-02-17,746170
Turkey,TUR,2021-02-18,867116
Turkey,TUR,2021-02-19,976716
Turkey,TUR,2021-02-20,1030416
Turkey,TUR,2021-02-21,1053837
Turkey,TUR,2021-02-22,1098831
Turkey,TUR,2021-02-23,1182976
Turkey,TUR,2021-02-24,1267285
Turkey,TUR,2021-02-25,1397487
Turkey,TUR,2021-02-26,1553658
Turkey,TUR,2021-02-27,1660133
Turkey,TUR,2021-02-28,1677952
Turkey,TUR,2021-03-01,1799160
Turkey,TUR,2021-03-02,1949918
Turkey,TUR,2021-03-03,2077031
Turkey,TUR,2021-03-04,2206502
Turkey,TUR,2021-03-05,2309952
Turkey,TUR,2021-03-06,2373684
Turkey,TUR,2021-03-07,2392405
Turkey,TUR,2021-03-08,2436957
Turkey,TUR,2021-03-09,2546475
Turkey,TUR,2021-03-10,2614803
Turkey,TUR,2021-03-11,2694656
Turkey,TUR,2021-03-12,2883712
Turkey,TUR,2021-03-13,3035740
Turkey,TUR,2021-03-14,3099300
Turkey,TUR,2021-03-15,3349666
United Arab Emirates,ARE,2021-01-10,250000
United Arab Emirates,ARE,2021-02-23,2187849
United Kingdom,GBR,2021-01-03,22002
United Kingdom,GBR,2021-01-10,391399
United Kingdom,GBR,2021-01-11,412167
United Kingdom,GBR,2021-01-12,428232
United Kingdom,GBR,2021-01-13,437977
United Kingdom,GBR,2021-01-14,443234
United Kingdom,GBR,2021-01-15,447442
United Kingdom,GBR,2021-01-16,450062
United Kingdom,GBR,2021-01-17,452301
United Kingdom,GBR,2021-01-18,456866
United Kingdom,GBR,2021-01-19,460625
United Kingdom,GBR,2021-01-20,464036
United Kingdom,GBR,2021-01-21,466796
United Kingdom,GBR,2021-01-22,468617
United Kingdom,GBR,2021-01-23,469660
United Kingdom,GBR,2021-01-24,470478
United Kingdom,GBR,2021-01-25,472446
United Kingdom,GBR,2021-01-26,474156
United Kingdom,GBR,2021-01-27,476485
United Kingdom,GBR,2021-01-28,478254
United Kingdom,GBR,2021-01-29,480432
United Kingdom,GBR,2021-01-30,491053
United Kingdom,GBR,2021-01-31,494209
United Kingdom,GBR,2021-02-01,496796
United Kingdom,GBR,2021-02-02,498962
United Kingdom,GBR,2021-02-03,501957
United Kingdom,GBR,2021-02-04,505993
United Kingdom,GBR,2021-02-05,510057
United Kingdom,GBR,2021-02-06,511719
United Kingdom,GBR,2021-02-07,512581
United Kingdom,GBR,2021-02-08,516392
United Kingdom,GBR,2021-02-09,519553
United Kingdom,GBR,2021-02-10,524447
United Kingdom,GBR,2021-02-11,530094
United Kingdom,GBR,2021-02-12,534869
United Kingdom,GBR,2021-02-13,537715
United Kingdom,GBR,2021-02-14,539630
United Kingdom,GBR,2021-02-15,546165
United Kingdom,GBR,2021-02-16,558577
United Kingdom,GBR,2021-02-17,573724
United Kingdom,GBR,2021-02-18,589591
United Kingdom,GBR,2021-02-19,604885
United Kingdom,GBR,2021-02-20,615148
United Kingdom,GBR,2021-02-21,624325
United Kingdom,GBR,2021-02-22,642788
United Kingdom,GBR,2021-02-23,669105
United Kingdom,GBR,2021-02-24,700718
United Kingdom,GBR,2021-02-25,736037
United Kingdom,GBR,2021-02-26,768810
United Kingdom,GBR,2021-02-27,796132
United Kingdom,GBR,2021-02-28,815816
United Kingdom,GBR,2021-03-01,844098
United Kingdom,GBR,2021-03-02,895412
United Kingdom,GBR,2021-03-03,963862
United Kingdom,GBR,2021-03-04,1034068
United Kingdom,GBR,2021-03-05,1090840
United Kingdom,GBR,2021-03-06,1122402
United Kingdom,GBR,2021-03-07,1142643
United Kingdom,GBR,2021-03-08,1181431
United Kingdom,GBR,2021-03-09,1254353
United Kingdom,GBR,2021-03-10,1351515
United Kingdom,GBR,2021-03-11,1445078
United Kingdom,GBR,2021-03-12,1532754
United Kingdom,GBR,2021-03-13,1584909
United Kingdom,GBR,2021-03-14,1610280
United States,USA,2021-01-14,1342086
United States,USA,2021-01-15,1610524
United States,USA,2021-01-19,2023124
United States,USA,2021-01-20,2161419
United States,USA,2021-01-21,2394961
United States,USA,2021-01-22,2756953
United States,USA,2021-01-23,3027865
United States,USA,2021-01-24,3216836
United States,USA,2021-01-25,3346390
United States,USA,2021-01-26,3481921
United States,USA,2021-01-27,3801053
United States,USA,2021-01-28,4263056
United States,USA,2021-01-29,4780888
United States,USA,2021-01-30,5259693
United States,USA,2021-01-31,5657142
United States,USA,2021-02-01,5927847
United States,USA,2021-02-02,6064792
United States,USA,2021-02-03,6436931
United States,USA,2021-02-04,6926050
United States,USA,2021-02-05,7503864
United States,USA,2021-02-06,8317180
United States,USA,2021-02-07,9147185
United States,USA,2021-02-08,9518015
United States,USA,2021-02-09,9840429
United States,USA,2021-02-10,10469514
United States,USA,2021-02-11,11188782
United States,USA,2021-02-12,12085830
United States,USA,2021-02-13,13082172
United States,USA,2021-02-14,14077440
United States,USA,2021-02-16,15015434
United States,USA,2021-02-17,15471536
United States,USA,2021-02-18,16162358
United States,USA,2021-02-19,17039118
United States,USA,2021-02-20,17895667
United States,USA,2021-02-21,18865319
United States,USA,2021-02-22,19438495
United States,USA,2021-02-23,19882544
United States,USA,2021-02-24,20607261
United States,USA,2021-02-25,21555117
United States,USA,2021-02-26,22613359
United States,USA,2021-02-27,23698627
United States,USA,2021-02-28,24779920
United States,USA,2021-03-01,25466405
United States,USA,2021-03-02,26162122
United States,USA,2021-03-03,26957804
United States,USA,2021-03-04,27795980
United States,USA,2021-03-05,28701201
United States,USA,2021-03-06,29776160
United States,USA,2021-03-07,30686881
United States,USA,2021-03-08,31493040
United States,USA,2021-03-09,32102061
United States,USA,2021-03-10,32904161
United States,USA,2021-03-11,33863127
United States,USA,2021-03-12,35000159
United States,USA,2021-03-13,36929777
United States,USA,2021-03-14,37459269
United States,USA,2021-03-15,38335432
Wales,,2021-01-03,27
Wales,,2021-01-10,79
Wales,,2021-01-11,97
Wales,,2021-01-12,108
Wales,,2021-01-13,121
Wales,,2021-01-14,129
Wales,,2021-01-17,201
Wales,,2021-01-18,265
Wales,,2021-01-19,370
Wales,,2021-01-20,396
Wales,,2021-01-21,415
Wales,,2021-01-22,469
Wales,,2021-01-23,516
Wales,,2021-01-24,543
Wales,,2021-01-25,581
Wales,,2021-01-26,639
Wales,,2021-01-27,674
Wales,,2021-01-28,717
Wales,,2021-01-29,750
Wales,,2021-01-30,786
Wales,,2021-01-31,841
Wales,,2021-02-01,1066
Wales,,2021-02-02,1160
Wales,,2021-02-03,1216
Wales,,2021-02-04,1635
Wales,,2021-02-05,2471
Wales,,2021-02-06,2606
Wales,,2021-02-07,2792
Wales,,2021-02-08,3491
Wales,,2021-02-09,3687
Wales,,2021-02-10,3795
Wales,,2021-02-11,4010
Wales,,2021-02-12,4224
Wales,,2021-02-13,4573
Wales,,2021-02-14,5402
Wales,,2021-02-15,7251
Wales,,2021-02-16,12988
Wales,,2021-02-17,19342
Wales,,2021-02-18,25433
Wales,,2021-02-19,32002
Wales,,2021-02-20,37773
Wales,,2021-02-21,42752
Wales,,2021-02-22,49729
Wales,,2021-02-23,59279
Wales,,2021-02-24,69851
Wales,,2021-02-25,80062
Wales,,2021-02-26,89053
Wales,,2021-02-27,96408
Wales,,2021-02-28,103819
Wales,,2021-03-01,111716
Wales,,2021-03-02,124781
Wales,,2021-03-03,139445
Wales,,2021-03-04,154819
Wales,,2021-03-05,168163
Wales,,2021-03-06,176054
Wales,,2021-03-07,183739
Wales,,2021-03-08,192030
Wales,,2021-03-09,206394
Wales,,2021-03-10,221902
Wales,,2021-03-11,237357
Wales,,2021-03-12,250026
Wales,,2021-03-13,257398
Wales,,2021-03-14,264255
World,OWID_WRL,2021-01-03,22002
World,OWID_WRL,2021-01-04,22004
World,OWID_WRL,2021-01-05,22004
World,OWID_WRL,2021-01-06,22004
World,OWID_WRL,2021-01-07,24180
World,OWID_WRL,2021-01-08,26063
World,OWID_WRL,2021-01-09,27912
World,OWID_WRL,2021-01-10,653296
World,OWID_WRL,2021-01-11,693303
World,OWID_WRL,2021-01-12,745193
World,OWID_WRL,2021-01-13,823178
World,OWID_WRL,2021-01-14,2249178
World,OWID_WRL,2021-01-15,2568283
World,OWID_WRL,2021-01-16,2600084
World,OWID_WRL,2021-01-17,2713215
World,OWID_WRL,2021-01-18,2882604
World,OWID_WRL,2021-01-19,3515919
World,OWID_WRL,2021-01-20,3929290
World,OWID_WRL,2021-01-21,4481842
World,OWID_WRL,2021-01-22,5022348
World,OWID_WRL,2021-01-23,5460051
World,OWID_WRL,2021-01-24,5906633
World,OWID_WRL,2021-01-25,6416964
World,OWID_WRL,2021-01-26,6976264
World,OWID_WRL,2021-01-27,7652457
World,OWID_WRL,2021-01-28,8594159
World,OWID_WRL,2021-01-29,9492132
World,OWID_WRL,2021-01-30,10298380
World,OWID_WRL,2021-01-31,11068361
World,OWID_WRL,2021-02-01,11751875
World,OWID_WRL,2021-02-02,12361047
World,OWID_WRL,2021-02-03,13319547
World,OWID_WRL,2021-02-04,14471876
World,OWID_WRL,2021-02-05,15529530
World,OWID_WRL,2021-02-06,16637574
World,OWID_WRL,2021-02-07,17902184
World,OWID_WRL,2021-02-08,18704327
World,OWID_WRL,2021-02-09,19575978
World,OWID_WRL,2021-02-10,22518077
World,OWID_WRL,2021-02-11,23964990
World,OWID_WRL,2021-02-12,25767697
World,OWID_WRL,2021-02-13,27291628
World,OWID_WRL,2021-02-14,28904280
World,OWID_WRL,2021-02-15,29582624
World,OWID_WRL,2021-02-16,31266409
World,OWID_WRL,2021-02-17,32815644
World,OWID_WRL,2021-02-18,34599471
World,OWID_WRL,2021-02-19,36795570
World,OWID_WRL,2021-02-20,38353221
World,OWID_WRL,2021-02-21,39892893
World,OWID_WRL,2021-02-22,41104824
World,OWID_WRL,2021-02-23,44626303
World,OWID_WRL,2021-02-24,46301909
World,OWID_WRL,2021-02-25,48434856
World,OWID_WRL,2021-02-26,50720503
World,OWID_WRL,2021-02-27,52662652
World,OWID_WRL,2021-02-28,54170998
World,OWID_WRL,2021-03-01,55070162
World,OWID_WRL,2021-03-02,56589638
World,OWID_WRL,2021-03-03,58753530
World,OWID_WRL,2021-03-04,61163687
World,OWID_WRL,2021-03-05,63439385
World,OWID_WRL,2021-03-06,65541799
World,OWID_WRL,2021-03-07,66878392
World,OWID_WRL,2021-03-08,68717151
World,OWID_WRL,2021-03-09,70512013
World,OWID_WRL,2021-03-10,73055075
World,OWID_WRL,2021-03-11,75552234
World,OWID_WRL,2021-03-12,78635718
World,OWID_WRL,2021-03-13,81960866
World,OWID_WRL,2021-03-14,82927174
World,OWID_WRL,2021-03-15,85589474
